Vehicle_Type,Lane_Type,Vehicle_Dimensions,Transaction_Amount,Amount_paid,Geographical_Location,Vehicle_Speed,Fraud_indicator,Year,Month,Day,Hour,Minute
6,0,1,140,140,3,53,Not Fraud,2023,10,4,6,18
4,1,1,160,160,3,79,Not Fraud,2023,10,19,21,43
3,0,0,180,120,3,61,Fraud,2023,11,7,13,8
0,1,0,350,350,3,89,Not Fraud,2023,11,22,4,33
1,0,2,120,120,3,44,Not Fraud,2023,12,11,19,59
2,1,2,0,0,3,78,Not Fraud,2023,12,27,11,24
5,0,0,350,350,3,67,Not Fraud,2023,1,5,2,49
6,1,1,140,120,3,95,Fraud,2023,1,22,18,14
4,0,1,160,160,3,55,Not Fraud,2023,2,9,9,39
3,1,0,180,180,3,80,Not Fraud,2023,2,24,1,5
0,0,0,350,350,3,62,Not Fraud,2023,3,15,16,30
1,1,2,120,120,3,87,Not Fraud,2023,3,30,7,55
2,1,2,0,0,3,47,Not Fraud,2023,4,18,23,20
5,1,0,350,350,3,73,Not Fraud,2023,5,4,14,45
6,0,1,140,140,3,68,Not Fraud,2023,5,23,6,10
4,1,1,160,160,3,91,Not Fraud,2023,6,7,21,35
3,0,0,180,90,3,52,Fraud,2023,6,26,13,1
0,1,0,350,350,3,82,Not Fraud,2023,7,11,4,26
1,0,2,120,120,3,56,Not Fraud,2023,7,30,19,51
2,1,2,0,0,3,84,Not Fraud,2023,8,15,11,16
5,0,0,350,350,3,69,Not Fraud,2023,9,3,2,41
6,1,1,140,140,3,94,Not Fraud,2023,9,18,18,6
4,0,1,160,160,3,49,Not Fraud,2023,10,7,9,32
3,1,0,180,180,3,76,Not Fraud,2023,10,22,0,57
0,0,0,350,350,3,63,Not Fraud,2023,11,10,16,22
1,1,2,120,120,3,88,Not Fraud,2023,11,25,7,47
2,1,2,0,0,3,74,Not Fraud,2023,12,14,23,12
5,1,0,350,350,3,96,Not Fraud,2023,12,30,14,38
6,0,1,140,140,3,61,Not Fraud,2023,1,7,6,3
4,1,1,160,140,3,85,Fraud,2023,1,24,21,28
3,0,0,180,180,3,52,Not Fraud,2023,2,12,12,53
0,1,0,350,350,3,79,Not Fraud,2023,2,27,4,18
1,0,2,120,120,3,66,Not Fraud,2023,3,17,19,43
2,1,2,0,0,3,90,Not Fraud,2023,4,2,11,9
5,0,0,350,350,3,48,Not Fraud,2023,4,21,2,34
6,1,1,140,60,3,77,Fraud,2023,5,6,17,59
4,0,1,160,160,3,60,Not Fraud,2023,5,26,9,24
3,1,0,180,180,3,83,Not Fraud,2023,6,10,0,49
0,0,0,350,350,3,71,Not Fraud,2023,6,29,16,14
1,1,2,120,120,3,97,Not Fraud,2023,7,14,7,40
2,1,2,0,0,3,46,Not Fraud,2023,8,2,23,5
5,1,0,350,350,3,81,Not Fraud,2023,8,18,14,30
6,0,1,140,140,3,64,Not Fraud,2023,6,22,18,23
4,1,1,160,160,3,93,Not Fraud,2023,7,10,9,48
3,0,0,180,180,3,57,Not Fraud,2023,7,25,1,13
0,1,0,350,350,3,86,Not Fraud,2023,8,13,16,38
1,0,2,120,120,3,55,Not Fraud,2023,8,28,7,53
2,1,2,0,0,3,82,Not Fraud,2023,9,16,23,18
5,0,0,350,350,3,63,Not Fraud,2023,10,1,14,43
6,1,1,140,120,3,90,Fraud,2023,10,20,6,8
4,0,1,160,160,3,48,Not Fraud,2023,11,4,21,33
3,1,0,180,180,3,76,Not Fraud,2023,11,23,12,58
0,0,0,350,120,3,58,Fraud,2023,12,8,4,23
1,1,2,120,120,3,87,Not Fraud,2023,12,27,19,48
2,1,2,0,0,3,67,Not Fraud,2023,1,5,11,13
5,1,0,350,350,3,94,Not Fraud,2023,1,22,2,38
6,0,1,140,140,3,71,Not Fraud,2023,2,9,18,3
4,1,1,160,60,3,89,Fraud,2023,2,24,9,28
3,0,0,180,180,3,52,Not Fraud,2023,3,15,0,53
0,1,0,350,350,3,79,Not Fraud,2023,3,30,16,18
1,0,2,120,120,3,66,Not Fraud,2023,4,14,7,43
2,1,2,0,0,3,95,Not Fraud,2023,5,3,23,8
5,0,0,350,350,3,44,Not Fraud,2023,5,19,14,33
6,1,1,140,140,3,78,Not Fraud,2023,6,7,5,58
4,0,1,160,160,3,61,Not Fraud,2023,6,22,21,23
3,1,0,180,180,3,85,Not Fraud,2023,7,11,12,48
0,0,0,350,350,3,49,Not Fraud,2023,7,26,4,13
1,1,2,120,90,3,74,Fraud,2023,8,14,19,38
2,1,2,0,0,3,69,Not Fraud,2023,8,29,11,3
5,1,0,350,350,3,92,Not Fraud,2023,9,17,2,28
6,0,1,140,140,3,57,Not Fraud,2023,10,2,17,53
4,1,1,160,160,3,83,Not Fraud,2023,10,21,9,18
3,0,0,180,180,3,68,Not Fraud,2023,11,5,0,43
0,1,0,350,350,3,96,Not Fraud,2023,11,24,16,8
1,0,2,120,120,3,46,Not Fraud,2023,12,9,7,33
2,1,2,0,0,3,81,Not Fraud,2023,12,28,22,58
5,0,0,350,350,3,60,Not Fraud,2023,1,6,14,23
6,1,1,140,140,3,88,Not Fraud,2023,1,23,5,48
4,0,1,160,160,3,53,Not Fraud,2023,2,10,21,13
3,1,0,180,120,3,77,Fraud,2023,2,26,12,38
0,0,0,350,350,3,64,Not Fraud,2023,3,18,4,3
1,1,2,120,0,3,91,Fraud,2023,4,2,19,28
2,1,2,0,0,3,50,Not Fraud,2023,4,21,10,53
5,1,0,350,350,3,75,Not Fraud,2023,5,6,2,18
6,0,1,140,140,3,59,Not Fraud,2023,5,25,17,43
4,1,1,160,160,3,84,Not Fraud,2023,6,9,9,8
3,0,0,180,180,3,66,Not Fraud,2023,6,28,0,33
0,1,0,350,350,3,93,Not Fraud,2023,7,13,15,58
1,0,2,120,120,3,45,Not Fraud,2023,7,31,7,23
2,1,2,0,0,3,80,Not Fraud,2023,8,15,22,48
5,0,0,350,350,3,62,Not Fraud,2023,9,3,14,13
6,1,1,140,140,3,86,Not Fraud,2023,9,18,5,38
4,0,1,160,160,3,51,Not Fraud,2023,10,7,21,3
3,1,0,180,90,3,73,Fraud,2023,10,22,12,28
0,0,0,350,350,3,56,Not Fraud,2023,11,10,3,53
1,1,2,120,120,3,82,Not Fraud,2023,11,25,19,18
2,1,2,0,0,3,70,Not Fraud,2023,12,15,10,43
5,1,0,350,350,3,97,Not Fraud,2023,12,30,2,8
6,0,1,140,140,3,47,Not Fraud,2023,1,7,17,33
4,1,1,160,120,3,84,Fraud,2023,1,24,8,58
3,0,0,180,180,3,65,Not Fraud,2023,2,11,0,23
0,1,0,350,350,3,92,Not Fraud,2023,3,1,15,48
1,0,2,120,120,3,53,Not Fraud,2023,3,20,7,13
2,1,2,0,0,3,79,Not Fraud,2023,4,5,22,38
5,0,0,350,350,3,61,Not Fraud,2023,4,25,14,3
6,1,1,140,120,3,89,Fraud,2023,5,10,5,28
4,0,1,160,160,3,44,Not Fraud,2023,5,29,20,53
3,1,0,180,180,3,78,Not Fraud,2023,6,13,12,18
0,0,0,350,350,3,67,Not Fraud,2023,7,2,3,43
1,1,2,120,120,3,95,Not Fraud,2023,7,17,19,8
2,1,2,0,0,3,55,Not Fraud,2023,8,5,10,33
5,1,0,350,350,3,80,Not Fraud,2023,8,20,1,58
6,0,1,140,140,3,62,Not Fraud,2023,9,8,17,23
4,1,1,160,160,3,87,Not Fraud,2023,9,23,8,48
3,0,0,180,180,3,47,Not Fraud,2023,10,12,0,13
0,1,0,350,350,3,73,Not Fraud,2023,10,27,15,38
1,0,2,120,120,3,68,Not Fraud,2023,11,15,7,3
2,1,2,0,0,3,91,Not Fraud,2023,11,30,22,28
5,0,0,350,350,3,52,Not Fraud,2023,12,19,13,53
6,1,1,140,140,3,82,Not Fraud,2023,1,3,5,18
4,0,1,160,160,3,56,Not Fraud,2023,1,20,20,43
3,1,0,180,140,3,84,Fraud,2023,2,8,12,8
0,0,0,350,350,3,69,Not Fraud,2023,2,23,3,33
1,1,2,120,120,3,94,Not Fraud,2023,3,14,18,58
2,1,2,0,0,3,49,Not Fraud,2023,3,29,10,23
5,1,0,350,120,3,76,Fraud,2023,4,17,1,49
6,0,1,140,140,3,63,Not Fraud,2023,5,2,17,14
4,1,1,160,160,3,88,Not Fraud,2023,5,21,8,39
3,0,0,180,180,3,74,Not Fraud,2023,6,5,0,4
0,1,0,350,90,3,96,Fraud,2023,6,24,15,29
1,0,2,120,120,3,61,Not Fraud,2023,7,9,6,55
2,1,2,0,0,3,85,Not Fraud,2023,7,28,22,20
5,0,0,350,350,3,52,Not Fraud,2023,8,13,13,45
6,1,1,140,140,3,79,Not Fraud,2023,8,29,5,10
4,0,1,160,160,3,66,Not Fraud,2023,9,17,20,36
3,1,0,180,180,3,90,Not Fraud,2023,10,2,12,1
0,0,0,350,350,3,48,Not Fraud,2023,10,21,3,26
1,1,2,120,120,3,77,Not Fraud,2023,11,5,18,51
2,1,2,0,0,3,60,Not Fraud,2023,11,24,10,16
5,1,0,350,350,3,83,Not Fraud,2023,12,9,1,42
6,0,1,140,140,3,71,Not Fraud,2023,12,28,17,7
4,1,1,160,160,3,97,Not Fraud,2023,1,5,8,32
3,0,0,180,180,3,46,Not Fraud,2023,10,31,12,43
0,1,0,350,350,3,81,Not Fraud,2023,11,19,4,8
1,0,2,120,120,3,64,Not Fraud,2023,12,4,19,33
2,1,2,0,0,3,93,Not Fraud,2023,12,24,10,58
5,0,0,350,350,3,57,Not Fraud,2023,1,8,2,23
6,1,1,140,140,3,86,Not Fraud,2023,1,25,17,48
4,0,1,160,160,3,55,Not Fraud,2023,2,13,9,13
3,1,0,180,160,3,82,Fraud,2023,2,28,0,38
0,0,0,350,350,3,63,Not Fraud,2023,3,19,16,3
1,1,2,120,0,3,90,Fraud,2023,4,4,7,28
2,1,2,0,0,3,48,Not Fraud,2023,4,23,22,53
5,1,0,350,350,3,76,Not Fraud,2023,5,9,14,18
6,0,1,140,140,3,58,Not Fraud,2023,5,28,5,43
4,1,1,160,140,3,87,Fraud,2023,6,12,21,8
3,0,0,180,180,3,67,Not Fraud,2023,6,27,12,33
0,1,0,350,350,3,94,Not Fraud,2023,7,15,3,58
1,0,2,120,120,3,71,Not Fraud,2023,7,30,19,23
2,1,2,0,0,3,89,Not Fraud,2023,8,18,10,48
5,0,0,350,350,3,52,Not Fraud,2023,9,2,2,13
6,1,1,140,120,3,79,Fraud,2023,9,21,17,38
4,0,1,160,160,3,66,Not Fraud,2023,10,6,9,3
3,1,0,180,180,3,95,Not Fraud,2023,10,25,0,28
0,0,0,350,350,3,44,Not Fraud,2023,11,9,15,53
1,1,2,120,90,3,78,Fraud,2023,11,28,7,18
2,1,2,0,0,3,61,Not Fraud,2023,12,13,22,43
5,1,0,350,140,3,85,Fraud,2023,1,1,14,8
6,0,1,140,140,3,49,Not Fraud,2023,1,20,5,33
4,1,1,160,160,3,74,Not Fraud,2023,2,4,20,58
3,0,0,180,120,3,69,Fraud,2023,2,23,12,23
0,1,0,350,350,3,92,Not Fraud,2023,3,10,3,48
1,0,2,120,0,3,57,Fraud,2023,3,29,19,13
2,1,2,0,0,3,83,Not Fraud,2023,4,14,10,38
5,0,0,350,350,3,68,Not Fraud,2023,5,3,2,3
6,1,1,140,140,3,96,Not Fraud,2023,5,18,17,28
4,0,1,160,160,3,46,Not Fraud,2023,6,6,8,53
3,1,0,180,180,3,81,Not Fraud,2023,6,21,0,18
0,0,0,350,350,3,60,Not Fraud,2023,7,9,15,43
1,1,2,120,120,3,88,Not Fraud,2023,7,24,7,8
2,1,2,0,0,3,53,Not Fraud,2023,8,12,22,33
5,1,0,350,350,3,77,Not Fraud,2023,8,28,13,58
6,0,1,140,120,3,64,Fraud,2023,9,16,5,23
4,1,1,160,160,3,91,Not Fraud,2023,10,1,20,48
3,0,0,180,180,3,50,Not Fraud,2023,10,20,12,13
0,1,0,350,160,3,75,Fraud,2023,11,4,3,38
1,0,2,120,120,3,59,Not Fraud,2023,11,23,19,3
2,1,2,0,0,3,84,Not Fraud,2023,12,12,10,28
5,0,0,350,350,3,66,Not Fraud,2023,12,27,1,53
6,1,1,140,140,3,93,Not Fraud,2023,1,5,17,18
4,0,1,160,160,3,45,Not Fraud,2023,1,22,8,43
3,1,0,180,160,3,80,Fraud,2023,2,10,0,8
0,0,0,350,350,3,62,Not Fraud,2023,2,25,15,33
1,1,2,120,120,3,86,Not Fraud,2023,3,17,6,58
2,1,2,0,0,3,51,Not Fraud,2023,4,1,22,23
5,1,0,350,350,3,73,Not Fraud,2023,4,20,13,48
6,0,1,140,100,3,56,Fraud,2023,5,5,5,13
4,1,1,160,160,3,82,Not Fraud,2023,5,24,20,38
3,0,0,180,180,3,70,Not Fraud,2023,6,8,12,3
0,1,0,350,350,3,97,Not Fraud,2023,6,27,3,28
1,0,2,120,120,3,47,Not Fraud,2023,7,12,18,53
2,1,2,0,0,3,84,Not Fraud,2023,7,31,10,18
5,0,0,350,350,3,65,Not Fraud,2023,8,16,1,43
6,1,1,140,140,3,92,Not Fraud,2023,9,4,17,8
4,0,1,160,120,3,53,Fraud,2023,9,19,8,33
3,1,0,180,180,3,79,Not Fraud,2023,10,8,23,58
0,0,0,350,350,3,61,Not Fraud,2023,10,24,15,23
1,1,2,120,120,3,89,Not Fraud,2023,11,12,6,48
2,1,2,0,0,3,44,Not Fraud,2023,11,27,22,13
5,1,0,350,350,3,78,Not Fraud,2023,12,17,13,38
6,0,1,140,140,3,67,Not Fraud,2023,12,31,5,3
4,1,1,160,160,3,95,Not Fraud,2023,1,8,20,28
3,0,0,180,180,3,55,Not Fraud,2023,1,26,11,53
0,1,0,350,350,3,80,Not Fraud,2023,2,14,3,18
1,0,2,120,120,3,62,Not Fraud,2023,3,1,18,43
2,1,2,0,0,3,87,Not Fraud,2023,3,20,10,8
5,0,0,350,350,3,47,Not Fraud,2023,4,5,1,33
6,1,1,140,140,3,73,Not Fraud,2023,4,24,16,58
4,0,1,160,160,3,68,Not Fraud,2023,5,9,8,23
3,1,0,180,180,3,91,Not Fraud,2023,5,28,23,48
0,0,0,350,120,3,52,Fraud,2023,6,13,15,13
1,1,2,120,120,3,82,Not Fraud,2023,7,2,6,38
2,1,2,0,0,3,56,Not Fraud,2023,7,17,22,3
5,1,0,350,350,3,84,Not Fraud,2023,8,5,13,28
6,0,1,140,140,3,69,Not Fraud,2023,8,20,4,53
4,1,1,160,160,3,94,Not Fraud,2023,9,8,20,18
3,0,0,180,120,3,49,Fraud,2023,9,23,11,43
0,1,0,350,350,3,76,Not Fraud,2023,10,12,3,8
1,0,2,120,120,3,63,Not Fraud,2023,10,27,18,33
2,1,2,0,0,3,88,Not Fraud,2023,11,15,9,58
5,0,0,350,350,3,74,Not Fraud,2023,11,30,1,23
6,1,1,140,140,3,96,Not Fraud,2023,12,19,16,48
4,0,1,160,160,3,61,Not Fraud,2023,1,3,8,13
3,1,0,180,180,3,85,Not Fraud,2023,1,20,23,38
0,0,0,350,90,3,52,Fraud,2023,2,8,15,3
1,1,2,120,120,3,79,Not Fraud,2023,2,23,6,28
2,1,2,0,0,3,66,Not Fraud,2023,3,14,21,53
5,1,0,350,120,3,90,Fraud,2023,3,30,13,18
6,0,1,140,140,3,48,Not Fraud,2023,4,18,4,43
4,1,1,160,160,3,77,Not Fraud,2023,5,3,20,8
3,0,0,180,180,3,60,Not Fraud,2023,5,23,11,33
0,1,0,350,350,3,83,Not Fraud,2023,6,7,2,58
1,0,2,120,120,3,71,Not Fraud,2023,3,30,7,13
2,1,2,0,0,3,97,Not Fraud,2023,4,15,22,38
5,0,0,350,350,3,46,Not Fraud,2023,5,4,14,3
6,1,1,140,140,3,81,Not Fraud,2023,5,19,5,28
4,0,1,160,120,3,64,Fraud,2023,6,7,20,53
3,1,0,180,180,3,93,Not Fraud,2023,6,23,12,18
0,0,0,350,350,3,57,Not Fraud,2023,7,12,3,43
1,1,2,120,120,3,86,Not Fraud,2023,7,27,19,8
2,1,2,0,0,3,55,Not Fraud,2023,8,15,10,33
5,1,0,350,350,3,82,Not Fraud,2023,8,30,1,58
6,0,1,140,140,3,63,Not Fraud,2023,9,18,17,23
4,1,1,160,160,3,90,Not Fraud,2023,10,3,8,48
3,0,0,180,140,3,48,Fraud,2023,10,22,0,13
0,1,0,350,350,3,76,Not Fraud,2023,11,6,15,38
1,0,2,120,120,3,58,Not Fraud,2023,11,25,7,3
2,1,2,0,0,3,87,Not Fraud,2023,12,10,22,28
5,0,0,350,350,3,67,Not Fraud,2023,12,29,13,53
6,1,1,140,140,3,94,Not Fraud,2023,1,6,5,18
4,0,1,160,160,3,71,Not Fraud,2023,1,23,20,43
3,1,0,180,180,3,89,Not Fraud,2023,2,11,12,8
0,0,0,350,350,3,52,Not Fraud,2023,2,26,3,33
1,1,2,120,120,3,79,Not Fraud,2023,3,18,18,58
2,1,2,0,0,3,66,Not Fraud,2023,4,2,10,23
5,1,0,350,350,3,95,Not Fraud,2023,4,21,1,48
6,0,1,140,140,3,44,Not Fraud,2023,5,6,17,13
4,1,1,160,160,3,78,Not Fraud,2023,5,25,8,38
3,0,0,180,180,3,61,Not Fraud,2023,6,9,0,3
0,1,0,350,90,3,85,Fraud,2023,6,28,15,28
1,0,2,120,0,3,49,Fraud,2023,7,13,6,53
2,1,2,0,0,3,74,Not Fraud,2023,7,31,22,18
5,0,0,350,350,3,69,Not Fraud,2023,8,16,13,43
6,1,1,140,120,3,92,Fraud,2023,9,4,5,8
4,0,1,160,140,3,57,Fraud,2023,9,19,20,33
3,1,0,180,180,3,83,Not Fraud,2023,10,8,11,58
0,0,0,350,350,3,68,Not Fraud,2023,10,23,3,23
1,1,2,120,120,3,96,Not Fraud,2023,11,11,18,48
2,1,2,0,0,3,46,Not Fraud,2023,11,26,10,3
5,1,0,350,350,3,81,Not Fraud,2023,12,15,1,28
6,0,1,140,140,3,60,Not Fraud,2023,12,30,16,53
4,1,1,160,160,3,88,Not Fraud,2023,1,8,8,18
3,0,0,180,180,3,53,Not Fraud,2023,1,25,23,43
0,1,0,350,350,3,77,Not Fraud,2023,2,13,15,8
1,0,2,120,120,3,64,Not Fraud,2023,2,28,6,33
2,1,2,0,0,3,91,Not Fraud,2023,3,19,21,58
5,0,0,350,350,3,50,Not Fraud,2023,4,4,13,23
6,1,1,140,140,3,75,Not Fraud,2023,4,23,4,48
4,0,1,160,160,3,59,Not Fraud,2023,5,8,20,13
3,1,0,180,180,3,84,Not Fraud,2023,5,27,11,38
0,0,0,350,350,3,66,Not Fraud,2023,6,11,3,3
1,1,2,120,120,3,93,Not Fraud,2023,6,30,18,28
2,1,2,0,0,3,45,Not Fraud,2023,7,15,9,53
5,1,0,350,350,3,80,Not Fraud,2023,8,3,1,18
6,0,1,140,140,3,62,Not Fraud,2023,8,18,16,43
4,1,1,160,160,3,86,Not Fraud,2023,9,6,8,8
3,0,0,180,180,3,51,Not Fraud,2023,9,21,23,33
0,1,0,350,100,3,73,Fraud,2023,10,10,14,58
1,0,2,120,120,3,56,Not Fraud,2023,10,25,6,23
2,1,2,0,0,3,82,Not Fraud,2023,11,13,21,48
5,0,0,350,350,3,70,Not Fraud,2023,11,28,13,13
6,1,1,140,140,3,97,Not Fraud,2023,12,17,4,38
4,0,1,160,160,3,47,Not Fraud,2023,1,1,20,3
3,1,0,180,120,3,84,Fraud,2023,1,20,11,28
0,0,0,350,350,3,65,Not Fraud,2023,2,4,2,53
1,1,2,120,120,3,92,Not Fraud,2023,2,23,18,18
2,1,2,0,0,3,53,Not Fraud,2023,3,10,9,43
5,1,0,350,350,3,79,Not Fraud,2023,3,29,1,8
6,0,1,140,140,3,61,Not Fraud,2023,4,13,16,33
4,1,1,160,160,3,89,Not Fraud,2023,5,2,7,58
3,0,0,180,180,3,44,Not Fraud,2023,5,17,23,23
0,1,0,350,350,3,78,Not Fraud,2023,6,6,14,48
1,0,2,120,120,3,67,Not Fraud,2023,6,21,6,13
2,1,2,0,0,3,95,Not Fraud,2023,7,9,21,38
5,0,0,350,120,3,55,Fraud,2023,7,25,13,3
6,1,1,140,140,3,80,Not Fraud,2023,8,13,4,28
4,0,1,160,160,3,62,Not Fraud,2023,8,28,19,53
3,1,0,180,180,3,87,Not Fraud,2023,9,16,11,18
0,0,0,350,350,3,47,Not Fraud,2023,10,1,2,43
1,1,2,120,120,3,73,Not Fraud,2023,10,19,18,8
2,1,2,0,0,3,68,Not Fraud,2023,11,3,9,33
5,1,0,350,350,3,91,Not Fraud,2023,11,22,0,58
6,0,1,140,140,3,52,Not Fraud,2023,12,10,16,23
4,1,1,160,160,3,82,Not Fraud,2023,12,25,7,48
3,0,0,180,60,3,56,Fraud,2023,1,3,23,13
0,1,0,350,350,3,84,Not Fraud,2023,1,21,14,38
1,0,2,120,120,3,69,Not Fraud,2023,2,5,6,3
2,1,2,0,0,3,94,Not Fraud,2023,2,24,21,28
5,0,0,350,350,3,49,Not Fraud,2023,3,11,12,53
6,1,1,140,140,3,76,Not Fraud,2023,3,26,4,18
4,0,1,160,160,3,63,Not Fraud,2023,4,14,19,43
3,1,0,180,180,3,88,Not Fraud,2023,4,30,11,8
0,0,0,350,350,3,74,Not Fraud,2023,5,19,2,33
1,1,2,120,120,3,96,Not Fraud,2023,6,3,17,58
2,1,2,0,0,3,61,Not Fraud,2023,6,22,9,23
5,1,0,350,120,3,85,Fraud,2023,7,7,0,48
6,0,1,140,140,3,52,Not Fraud,2023,7,25,16,13
4,1,1,160,120,3,79,Fraud,2023,8,9,7,38
3,0,0,180,180,3,66,Not Fraud,2023,8,28,23,3
0,1,0,350,350,3,90,Not Fraud,2023,9,13,14,28
1,0,2,120,120,3,48,Not Fraud,2023,9,28,5,53
2,1,2,0,0,3,77,Not Fraud,2023,10,16,21,18
5,0,0,290,290,2,60,Not Fraud,2023,9,2,2,23
6,1,1,110,110,2,83,Not Fraud,2023,9,17,17,48
4,0,1,100,0,2,71,Fraud,2023,10,6,9,13
3,1,0,130,130,2,97,Not Fraud,2023,10,21,0,38
0,0,0,290,290,2,46,Not Fraud,2023,11,9,16,3
1,1,2,60,60,2,81,Not Fraud,2023,11,24,7,28
2,1,2,0,0,2,64,Not Fraud,2023,12,13,22,53
5,1,0,290,290,2,93,Not Fraud,2023,12,29,14,18
6,0,1,110,90,2,57,Fraud,2023,1,7,5,43
4,1,1,100,100,2,86,Not Fraud,2023,1,24,21,8
3,0,0,130,130,2,87,Not Fraud,2023,2,12,12,33
0,1,0,290,290,2,88,Not Fraud,2023,2,27,3,58
1,0,2,60,0,2,89,Fraud,2023,3,19,19,23
2,1,2,0,0,2,90,Not Fraud,2023,4,3,10,38
5,0,0,290,110,2,91,Fraud,2023,4,22,2,3
6,1,1,110,110,2,92,Not Fraud,2023,5,7,17,28
4,0,1,100,100,2,93,Not Fraud,2023,5,26,8,53
3,1,0,130,130,2,66,Not Fraud,2023,6,10,0,18
0,0,0,290,290,2,67,Not Fraud,2023,6,29,15,43
1,1,2,60,90,2,68,Fraud,2023,7,14,7,8
2,1,2,0,0,2,69,Not Fraud,2023,8,2,22,33
5,1,0,290,290,2,70,Not Fraud,2023,8,17,13,48
6,0,1,110,110,2,71,Not Fraud,2023,9,5,5,13
4,1,1,100,100,2,72,Not Fraud,2023,9,20,20,38
3,0,0,130,130,2,73,Not Fraud,2023,10,9,12,3
0,1,0,290,100,2,74,Fraud,2023,10,24,3,28
1,0,2,60,60,2,75,Not Fraud,2023,11,12,18,53
2,1,2,0,0,2,76,Not Fraud,2023,11,27,10,18
5,0,0,290,290,2,77,Not Fraud,2023,12,16,1,43
6,1,1,110,100,2,78,Fraud,2023,12,31,17,8
4,0,1,100,100,2,79,Not Fraud,2023,1,9,8,23
3,1,0,130,130,2,80,Not Fraud,2023,1,26,23,48
0,0,0,290,290,2,81,Not Fraud,2023,2,14,15,13
1,1,2,60,60,2,82,Not Fraud,2023,3,1,6,38
2,1,2,0,0,2,83,Not Fraud,2023,3,20,22,3
5,1,0,290,290,2,84,Not Fraud,2023,4,5,13,28
6,0,1,110,110,2,85,Not Fraud,2023,4,24,4,53
4,1,1,100,100,2,86,Not Fraud,2023,5,9,20,18
3,0,0,130,130,2,40,Not Fraud,2023,5,28,11,33
0,1,0,290,290,2,41,Not Fraud,2023,6,12,2,58
1,0,2,60,0,2,42,Fraud,2023,7,1,18,23
2,1,2,0,0,2,43,Not Fraud,2023,7,16,9,48
5,0,0,290,290,2,44,Not Fraud,2023,8,4,1,13
6,1,1,110,110,2,45,Not Fraud,2023,8,19,16,38
4,0,1,100,100,2,46,Not Fraud,2023,9,7,8,3
3,1,0,130,130,2,47,Not Fraud,2023,9,22,23,28
0,0,0,290,290,2,45,Not Fraud,2023,10,11,14,53
1,1,2,60,60,2,50,Not Fraud,2023,10,26,6,18
2,1,2,0,0,2,55,Not Fraud,2023,11,14,21,43
5,1,0,290,290,2,48,Not Fraud,2023,11,29,13,8
6,0,1,110,90,2,60,Fraud,2023,12,18,4,33
4,1,1,100,100,2,42,Not Fraud,2023,1,2,19,58
3,0,0,130,130,2,57,Not Fraud,2023,1,21,11,23
0,1,0,290,290,2,49,Not Fraud,2023,2,5,2,48
1,0,2,60,60,2,52,Not Fraud,2023,2,24,18,13
2,1,2,0,0,2,46,Not Fraud,2023,3,11,9,38
5,0,0,290,290,2,58,Not Fraud,2023,3,30,1,3
6,1,1,110,110,2,53,Not Fraud,2023,4,14,16,28
4,0,1,100,100,2,47,Not Fraud,2023,5,3,7,53
3,1,0,130,130,2,51,Not Fraud,2023,5,18,23,18
0,0,0,290,290,2,44,Not Fraud,2023,6,7,14,43
1,1,2,60,60,2,59,Not Fraud,2023,6,22,6,8
2,1,2,0,0,2,54,Not Fraud,2023,7,10,21,33
5,1,0,290,290,2,43,Not Fraud,2023,7,26,12,58
6,0,1,110,110,2,56,Not Fraud,2023,8,14,4,23
4,1,1,100,100,2,50,Not Fraud,2023,8,29,19,48
3,0,0,130,130,2,45,Not Fraud,2023,9,17,11,13
0,1,0,290,290,2,55,Not Fraud,2023,10,2,2,38
1,0,2,60,60,2,48,Not Fraud,2023,10,20,18,3
2,1,2,0,0,2,60,Not Fraud,2023,11,4,9,28
5,0,0,290,290,2,42,Not Fraud,2023,11,23,0,53
6,1,1,110,110,2,57,Not Fraud,2023,12,8,16,18
4,0,1,100,100,2,49,Not Fraud,2023,12,27,7,43
3,1,0,130,130,2,52,Not Fraud,2023,1,5,23,8
0,0,0,290,130,2,46,Fraud,2023,1,22,14,33
1,1,2,60,90,2,58,Fraud,2023,2,9,5,58
2,1,2,0,0,2,53,Not Fraud,2023,2,24,21,23
5,1,0,290,290,2,47,Not Fraud,2023,3,15,12,48
6,0,1,110,110,2,51,Not Fraud,2023,3,30,4,3
4,1,1,100,60,2,44,Fraud,2023,4,18,19,28
3,0,0,130,130,2,59,Not Fraud,2023,5,4,10,53
0,1,0,290,290,2,54,Not Fraud,2023,5,23,2,18
1,0,2,60,60,2,43,Not Fraud,2023,6,7,17,43
2,1,2,0,0,2,56,Not Fraud,2023,6,26,9,8
5,0,0,290,290,2,50,Not Fraud,2023,7,11,0,33
6,1,1,110,60,2,45,Fraud,2023,7,29,15,58
4,0,1,100,100,2,55,Not Fraud,2023,8,13,7,23
3,1,0,130,130,2,48,Not Fraud,2023,9,1,22,48
0,0,0,290,290,2,60,Not Fraud,2023,9,16,14,13
1,1,2,60,60,2,42,Not Fraud,2023,10,5,5,38
2,1,2,0,0,2,57,Not Fraud,2023,10,20,21,3
5,1,0,290,290,2,49,Not Fraud,2023,11,8,12,28
6,0,1,110,110,2,52,Not Fraud,2023,11,23,3,53
4,1,1,100,100,2,46,Not Fraud,2023,12,12,19,18
3,0,0,130,0,2,58,Fraud,2023,12,27,10,43
0,1,0,290,290,2,53,Not Fraud,2023,1,5,2,8
